1294316,梅花骨,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294492,扁豆,1186,蔬菜,,,2.0,5.0,3.5,鲁辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294491,豇豆,1186,蔬菜,,,2.0,3.0,2.5,桂鲁冀,白（粗）\绿（细）,斤,2022-06-18 00:00:00,,138,,admin,,,
1294315,棒骨,1189,肉禽蛋,1205,猪肉类,9.0,9.5,9.25,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294314,猪头,1189,肉禽蛋,1205,猪肉类,10.0,10.0,10.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294490,白不老,1186,蔬菜,,,2.0,4.0,3.0,鲁辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294489,油豆,1186,蔬菜,,,2.0,4.0,3.0,鲁,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294435,金针菇,1186,蔬菜,,,1.8,2.4,2.1,辽,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294434,椰青,1187,水果,1211,其他类,6.0,7.0,6.5,,,个,2022-06-18 00:00:00,,138,,admin,,,
1294433,菠萝,1187,水果,1211,其他类,1.5,2.3,1.9,,箱装（上六下六）,斤,2022-06-18 00:00:00,,138,,admin,,,
1294313,猪口条,1189,肉禽蛋,1205,猪肉类,14.0,14.0,14.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294312,猪耳,1189,肉禽蛋,1205,猪肉类,26.0,26.0,26.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294335,后臀尖,1189,肉禽蛋,1205,猪肉类,9.5,10.0,9.75,,瘦,斤,2022-06-18 00:00:00,,138,,admin,,,
1294334,后臀尖,1189,肉禽蛋,1205,猪肉类,8.5,9.5,9.0,,肥,斤,2022-06-18 00:00:00,,138,,admin,,,
1294432,圣女果,1187,水果,1211,其他类,3.0,4.0,3.5,,千禧,斤,2022-06-18 00:00:00,,138,,admin,,,
1294311,猪脑,1189,肉禽蛋,1205,猪肉类,25.0,28.0,26.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294310,猪肚,1189,肉禽蛋,1205,猪肉类,20.0,21.0,20.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294309,猪板油,1189,肉禽蛋,1205,猪肉类,6.5,6.5,6.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294333,五花肉,1189,肉禽蛋,1205,猪肉类,13.0,14.0,13.5,,瘦,斤,2022-06-18 00:00:00,,138,,admin,,,
1294332,五花肉,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,肥,斤,2022-06-18 00:00:00,,138,,admin,,,
1294331,五花头,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294330,纯通脊,1189,肉禽蛋,1205,猪肉类,12.0,13.0,12.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294431,百香果,1187,水果,1211,其他类,14.0,15.0,14.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294430,桑葚,1187,水果,1211,其他类,5.0,6.0,5.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294429,冬枣,1187,水果,1211,其他类,20.0,24.0,22.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294329,通脊,1189,肉禽蛋,1205,猪肉类,9.0,10.0,9.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294368,黄元帅,1187,水果,,苹果类,4.0,4.5,4.25,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294367,花牛,1187,水果,,苹果类,5.0,7.0,6.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294366,阿克苏,1187,水果,,苹果类,4.0,5.2,4.6,新疆,冰糖心,斤,2022-06-18 00:00:00,,138,,admin,,,
1294365,阳光玫瑰,1187,水果,,葡萄类,18.0,35.0,26.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294364,玫瑰香,1187,水果,,葡萄类,7.0,9.0,8.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294363,郁金香,1187,水果,,葡萄类,8.0,11.0,9.5,,茉莉香,斤,2022-06-18 00:00:00,,138,,admin,,,
1294362,乒乓球,1187,水果,,葡萄类,7.0,10.0,8.5,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294361,红提,1187,水果,,葡萄类,6.0,10.0,8.0,,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294360,黑提,1187,水果,,葡萄类,8.0,11.0,9.5,,夏黑,斤,2022-06-18 00:00:00,,138,,admin,,,
1294359,青提,1187,水果,,葡萄类,5.0,8.0,6.5,,维多利亚,斤,2022-06-18 00:00:00,,138,,admin,,,
1294358,巨峰,1187,水果,,葡萄类,6.0,15.0,10.5,,新,斤,2022-06-18 00:00:00,,138,,admin,,,
1294357,巨峰,1187,水果,,葡萄类,6.0,7.0,6.5,浙江,,斤,2022-06-18 00:00:00,,138,,admin,,,
1294356,小台农,1187,水果,,芒果类,6.5,8.0,7.25,,生,斤,2022-06-18 00:00:00,,138,,admin,,,
